name,medical_insurance,infectivity,therapy,cure_rate,treatment_cycle,throng,cost,online_to_buy_medicine
疔疮,否,无传染性,药物治疗、手术治疗,95%,1-2周,所有人群均可发病,市三甲医院约（300——500元）,健客大药房康德乐大药房阿康大药房
色欲伤,否,无传染性,中医药物治疗,80%,30-60天,青年多见,市三甲医院约（1000-5000元）,健客大药房康德乐大药房阿康大药房
过敏性眼睑皮肤炎,否,无传染性,西医药物治疗、中医药治疗物...,70-80%,8-12周,儿童,市三甲医院约（500——1000元）,健客大药房康德乐大药房阿康大药房
视网膜中央静脉阻塞,否,无传染性,药物治疗、中药治疗,50--60%,14--21天,中老年人群,不同医院收费标准不一致，市三甲医院约5000--10000,健客大药房康德乐大药房阿康大药房
大疱性类天疱疮,是,无传染性,药物治疗,60%,14-30天,好发于老年人,不同医院收费标准不一致，市三甲医院约1000-3000元,健客大药房康德乐大药房阿康大药房
肠郁,否,无传染性,中医药物治疗、西医药物治疗,90%,2-4月,中青年女性多见,市三甲医院约（500——1000元）,健客大药房康德乐大药房阿康大药房
阴虚发热,否,无传染性,中药治疗,95%,20天,阴虚，或者劳心好色人群多发,市三甲医院约（2000——5000元,健客大药房康德乐大药房阿康大药房
滑膜炎、痤疮、脓疱病、骨肥厚、骨髓炎综合征,否,无传染性,药物治疗,40%,10天,以青年和中年多发,市三甲医院约（3000——8000元）,健客大药房康德乐大药房阿康大药房
阴汗,否,无传染性,中医药物治疗、西医药物治疗,85-90%,3-6个月,青壮年男性,市三甲医院约（500——1000元）,健客大药房康德乐大药房阿康大药房
舌咽神经痛,是,无传染性,药物、射频电凝术、手术治疗,85%,3-6周,通常在40岁以后发病。,不同医院收费标准不一致，市三甲医院约（10000——30000元）,健客大药房康德乐大药房阿康大药房
皲裂疮,否,无传染性,中医药物治疗、西医药物治疗,85%,1-3个月,常见于成年人及体力劳动者,市三甲医院约（100——500元）,健客大药房康德乐大药房阿康大药房
燥邪犯肺,否,无传染性,药物治疗,80%,2-5月,所有人群,市三甲医院约（3000——5000元）,健客大药房康德乐大药房阿康大药房
温热,否,无传染性,药物治疗,100%,Null,无特殊发病群体,市三甲医院约（300——500元）,健客大药房康德乐大药房阿康大药房
瘰疬,否,无传染性,药物治疗,100%,Null,青少年多发,市三甲医院约（3000——8000元）,健客大药房康德乐大药房阿康大药房
慢性肠炎,否,无传染性,药物治疗,65%,Null,所有人群,市三甲医院约（300——2000元）,健客大药房康德乐大药房阿康大药房
五更泄,否,无传染性,艾灸治疗、中医药物治疗、饮...,90%,7-14天,老年人,市三甲医院约（1000——3000元）,健客大药房康德乐大药房阿康大药房
肾咳,否,无传染性,药物治疗,80%,8-12周,中老年人,市三甲医院约（3000-5000元）,健客大药房康德乐大药房阿康大药房
痰火,否,无传染性,药物治疗,80%,1个月,中年人群,市三甲医院约1000-3000元,健客大药房康德乐大药房阿康大药房
产后劳伤,否,无传染性,药物治疗,99%,30天,产后女性,医院不同，收费标准不同。市级三甲级医院约（500——1000元）,健客大药房康德乐大药房阿康大药房
中风后遗症,否,无传染性,中医药物治疗,20-30%,终身治疗,中老年男性,市三甲医院约（8000-10000元）,健客大药房康德乐大药房阿康大药房
肝火犯肺,否,无传染性,药物治疗,100%,15天,性格急躁人群,市三甲医院约（2000——5000元）,健客大药房康德乐大药房阿康大药房
多形性日光疹,否,无传染性,药物治疗,100%,Null,青年女性易发,市三甲医院约（300——500元,健客大药房康德乐大药房阿康大药房
急性蜂窝组织炎,是,无传染性,药物治疗,85%,>30天,所有人群,不同医院收费标准不一致，市三甲医院约（3000——8000元）,健客大药房康德乐大药房阿康大药房
暑湿,否,无传染性,中医药物治疗、西医药物治疗,99%,7天,成年人,市三甲医院约（500——1000元）,健客大药房康德乐大药房阿康大药房
食滞胃脘主证,否,无传染性,药物治疗,98%,1-2周,所有人群,市三甲医院约1000-3000元,健客大药房康德乐大药房阿康大药房
女子梦交,否,无传染性,药物治疗,90%,Null,青年女性多见,市三甲医院约(300-500元),健客大药房康德乐大药房阿康大药房
荨麻疹型药疹,否,无传染性,西药治疗,85%,2-4周,对患有先天过敏性疾病的机体...,不同医院收费标准不一致，市三甲医院约（500——1000元）,健客大药房康德乐大药房阿康大药房
细菌性咽扁桃体炎,否,无传染性,Null,Null,Null,儿童多见,Null,健客大药房康德乐大药房阿康大药房
混合性结缔组织病,是,无传染性,药物治疗,55%,2-5年,中青年多案发,市三甲医院约（1000-5000元）,健客大药房康德乐大药房阿康大药房
白睛溢血,否,无传染性,药物治疗,80%,7--21天,老年人,市三甲医院约（1000——3000元）,健客大药房康德乐大药房阿康大药房
月劳病,否,无传染性,对症治疗、中医药物治疗、西...,80%,10-30天,产后妇女,市三甲医院约（1000-5000元）,健客大药房康德乐大药房阿康大药房
小儿食积,否,无传染性,药物治疗,97%,15天,儿童人群,市三甲医院约（1000——3000元）,健客大药房康德乐大药房阿康大药房
未分化结缔组织病,否,无传染性,病因治疗、对症治疗,对症治疗为主，无法根治,终身间歇性治疗,发病年龄多在18～67岁之间，...,市三甲医院约（5000-10000元）,健客大药房康德乐大药房阿康大药房
时行感冒,否,有传染性,Null,Null,Null,抵抗力弱者冬春两季较为多见...,Null,健客大药房康德乐大药房阿康大药房
宿醉,否,无传染性,食疗、药物治疗,85%,1-2个月,男性中青年多见,市三甲医院约(500--1000元),健客大药房康德乐大药房阿康大药房
肾虚眩晕,否,无传染性,药物治疗,70%,3个月,性活跃人群多发,市三甲医院约（3000——5000元）,健客大药房康德乐大药房阿康大药房
气胀,否,无传染性,药物治疗,100%,5天,小儿及中老年多发,市三甲医院约500-1000元,健客大药房康德乐大药房阿康大药房
风寒头痛,否,无传染性,中医药物治疗,85%,10-15天,中青年期达发病高峰，女性多...,市三甲医院约（500——2000元）,健客大药房康德乐大药房阿康大药房
杨梅疮,否,有传染性,中医药物治疗、西医药物治疗,60%,2周--7周,成年人，性活跃人群多见,市三甲医院约（50000——100000元）,健客大药房康德乐大药房阿康大药房
黄体功能不全性不孕,否,无传染性,药物治疗、饮食调理,65%-75%,1-3个月,育龄期妇女多见,市三甲医院约（1000——5000元）,健客大药房康德乐大药房阿康大药房
热咳,否,无传染性,药物治疗,70%,15-20天,所有人群,市三甲医院约（500——1000元）,健客大药房康德乐大药房阿康大药房
阴挺,否,无传染性,中医药物治疗、西医药物治疗,60%,10天,经产妇,市三甲医院约（500-1000元）,健客大药房康德乐大药房阿康大药房
阴盛阳衰症,否,无传染性,中医药物治疗、西医药物治疗,80%,10-30天,成年男性,市三甲医院约（500——1000元）,健客大药房康德乐大药房阿康大药房
肠结,否,无传染性,药物治疗、手术治疗,98%,2-4周,多见于小儿,三市三甲医院约(30000--50000元),健客大药房康德乐大药房阿康大药房
产后三冲,否,无传染性,中药治疗,80%,一个月,产褥期女性,根据病情及就诊医院不同，收费标准不一致，市三甲医院约（500——1000元）,健客大药房康德乐大药房阿康大药房
亚急性皮肤红斑狼疮,否,无传染性,药物治疗,需要终身治疗，目前不能治愈,需要终身治疗,青年，两性均可罹病，以女性...,市三甲医院约（10000——50000元）,健客大药房康德乐大药房阿康大药房
疮疡,否,无传染性,中医药物治疗,90%,7-14天,所有人群,市三甲医院约（1000——2000元）,健客大药房康德乐大药房阿康大药房
原发性甲状旁腺功能亢进症,否,无传染性,手术治疗、药物治疗,50%,3-6个月,所有人群,不同医院收费标准不一致，市三甲医院约6000--12000,健客大药房康德乐大药房阿康大药房
背痈,否,无传染性,热敷治疗、手术治疗、药物治...,80%,7-14天,糖尿病人,市三甲医院约（5000——20000元）,健客大药房康德乐大药房阿康大药房
颜面部疖痈,否,无传染性,药物治疗、中医治疗、手术治...,70%,2-4周,中青年人,不同医院收费标准不一致，市三甲医院约（500——2000元）,健客大药房康德乐大药房阿康大药房
寒滞肝脉证,否,无传染性,药物治疗,100%,Null,所有人群,市三甲医院约（300——500元）,健客大药房康德乐大药房阿康大药房
血虚眩晕,否,无传染性,Null,Null,Null,身体虚弱者多发,Null,健客大药房康德乐大药房阿康大药房
蚂蚁叮咬,否,无传染性,外用药物,90--98%,2--5天,无特殊发病群体,据不同医院，收费标准不一致，约50--100元,健客大药房康德乐大药房阿康大药房
肝风内动证,否,无传染性,药物治疗,65%,Null,老年人多见,市三甲医院约500-1500元,健客大药房康德乐大药房阿康大药房
慢性劳损性腰背痛,否,无传染性,物理治疗,76%,7-21天,潮湿、寒冷条件下工作的中青...,市三甲医院约（500-800元）,健客大药房康德乐大药房阿康大药房
恶寒发热,否,无传染性,药物治疗,100%,Null,无特殊发病群体,市三甲医院约（300——500元）,健客大药房康德乐大药房阿康大药房
血热崩漏,否,无传染性,中医药物治疗、西医药物治疗,99%,30天,青壮年女性和绝经期妇女,市三甲医院约（500——5000元）,健客大药房康德乐大药房阿康大药房
膝关节结核,是,有传染性,药物治疗、手术治疗,治愈率92%,治疗周期9个月,以10岁以下儿童儿童及青壮年...,不同医院收费标准不一致，市三甲医院约（3000——8000元）,健客大药房康德乐大药房阿康大药房
惊风,否,无传染性,急救、药物治疗,90%,1-3天,1—5岁小儿,市三甲医院约（3000——8000元）,健客大药房康德乐大药房阿康大药房
剥脱性皮炎型药疹,否,无传染性,药物治疗,70%,7-14天,所有人群,不同医院收费标准不一致，市三甲医院约（200——1000元）,健客大药房康德乐大药房阿康大药房
虚寒咳嗽,否,无传染性,中医药物治疗、西医药物治疗,75%,1-2个月,身体虚弱者多发,市三甲医院约（500——1000元）,健客大药房康德乐大药房阿康大药房
胎毒,否,无传染性,药物治疗,80%,7-10天,新生儿,市三甲医院约（3000——5000元）,健客大药房康德乐大药房阿康大药房
寒饮咳嗽,否,无传染性,药物治疗、支持疗法,80%,7-10天,所有人群,市三甲医院约（2000——5000元）,健客大药房康德乐大药房阿康大药房
肠风,否,无传染性,中医药物治疗,80%,7天,各年龄段人群,市三甲医院约（500——1000元）,健客大药房康德乐大药房阿康大药房
阴疮,否,无传染性,中医药物治疗,95%,20天,妇女,市三甲医院约（500——1000元）,健客大药房康德乐大药房阿康大药房
痞满,否,无传染性,药物治疗,90%,1个月,生活不规律、暴饮暴食、情绪...,市三甲医院约（200-1000元）,健客大药房康德乐大药房阿康大药房
重瞳,否,无传染性,支持疗法,10%,3--10周,所有人群,市三甲医院约（5000-10000元）,健客大药房康德乐大药房阿康大药房
慢性劳损性颈背部筋膜纤维织炎,否,无传染性,针灸、中药、西药,95%,3-6周,长期野外作业的各类人员,市三甲医院约（500——1000元）,健客大药房康德乐大药房阿康大药房
食积胃病,否,无传染性,药物治疗,60-80%,2-4周,小儿多发,市三甲医院约（500-1000元）,健客大药房康德乐大药房阿康大药房
