illness_name,regular_medication,medication_name
骨软骨瘤,Treatment_of_department,平消胶囊
骨软骨瘤,Treatment_of_department,平消片
胸腺癌,Treatment_of_department,环孢素软胶囊
胸腺癌,Treatment_of_department,环孢素注射液
胰腺肿瘤,Treatment_of_department,注射用盐酸吉西他滨
胰腺肿瘤,Treatment_of_department,醋酸奥曲肽注射液
胰腺肿瘤,Treatment_of_department,替加氟注射液
胃肠道癌,Treatment_of_department,食道平散
胃肠道癌,Treatment_of_department,抗癌平丸
胃肠道癌,Treatment_of_department,去氧氟尿苷胶囊
残胃癌,Treatment_of_department,参芪扶正注射液
残胃癌,Treatment_of_department,注射用羟喜树碱
残胃癌,Treatment_of_department,替加氟片
淋巴瘤样丘疹病,Treatment_of_department,甲氨蝶呤片
淋巴瘤样丘疹病,Treatment_of_department,维A酸乳膏
淋巴瘤样丘疹病,Treatment_of_department,甲泼尼龙片
颅内动脉瘤,Treatment_of_department,氨甲环酸
颅内动脉瘤,Treatment_of_department,钆喷酸葡胺注射液
颅内动脉瘤,Treatment_of_department,氨甲环酸片
腮腺恶性肿瘤,Treatment_of_department,注射用盐酸平阳霉素
腮腺恶性肿瘤,Treatment_of_department,转移因子胶囊
颅咽管瘤,Treatment_of_department,注射用三磷酸胞苷二钠
颅咽管瘤,Treatment_of_department,替莫唑胺胶囊
绝经期乳腺癌,Treatment_of_department,卡培他滨片
绝经期乳腺癌,Treatment_of_department,氯氧喹胶囊
绝经期乳腺癌,Treatment_of_department,去氧氟尿苷胶囊
听神经瘤,Treatment_of_department,碳酸钙D3片
听神经瘤,Treatment_of_department,多维元素片(29)
听神经瘤,Treatment_of_department,感冒灵颗粒
炎性乳腺癌,Treatment_of_department,卡培他滨片
炎性乳腺癌,Treatment_of_department,头孢地尼分散片
炎性乳腺癌,Treatment_of_department,来曲唑片
鬼胎,Treatment_of_department,氟尿嘧啶注射液
鬼胎,Treatment_of_department,消癌平片
腺样囊性癌,Treatment_of_department,氟尿嘧啶乳膏
腺样囊性癌,Treatment_of_department,氟尿嘧啶注射液
恶性葡萄胎,Treatment_of_department,甲氨蝶呤片
恶性葡萄胎,Treatment_of_department,复方斑蝥胶囊
恶性葡萄胎,Treatment_of_department,肾上腺色腙片
骨瘤,Treatment_of_department,平消胶囊
骨瘤,Treatment_of_department,华蟾素胶囊
癌性神经肌病,Treatment_of_department,硫唑嘌呤片
癌性神经肌病,Treatment_of_department,利鲁唑片
腱鞘巨细胞瘤,Treatment_of_department,氯膦酸二钠胶囊
腱鞘巨细胞瘤,Treatment_of_department,替莫唑胺胶囊
皮赘,Treatment_of_department,醋酸泼尼松片
皮赘,Treatment_of_department,五妙水仙膏
皮赘,Treatment_of_department,复方氟尿嘧啶口服溶液
胆囊良性肿瘤,Treatment_of_department,平消胶囊
胆囊良性肿瘤,Treatment_of_department,平消片
毛细血管瘤,Treatment_of_department,半导体激光治疗机
原位癌,Treatment_of_department,治疗用卡介苗
原位癌,Treatment_of_department,膀胱癌细胞染色体及基因异常检测试剂盒(荧光原位杂交法)
原位癌,Treatment_of_department,注射用盐酸表柔比星
老年人胃癌,Treatment_of_department,消癌平糖浆
老年人胃癌,Treatment_of_department,消癌平片
鳞状细胞癌,Treatment_of_department,注射用硫酸小诺霉素
鳞状细胞癌,Treatment_of_department,注射用卡铂
鳞状细胞癌,Treatment_of_department,注射用顺铂
早期乳腺癌,Treatment_of_department,阿那曲唑片
早期乳腺癌,Treatment_of_department,多西他赛注射液
胸腺瘤,Treatment_of_department,平消片
原发性肝癌,Treatment_of_department,注射用核糖核酸Ⅱ
原发性肝癌,Treatment_of_department,回生口服液
原发性肝癌,Treatment_of_department,消癌平糖浆
老年人慢性疾病性贫血,Treatment_of_department,养荣丸
老年人慢性疾病性贫血,Treatment_of_department,铁皮枫斗颗粒
子宫内膜癌,Treatment_of_department,金鸡片
子宫内膜癌,Treatment_of_department,金鸡颗粒
子宫内膜癌,Treatment_of_department,醋酸甲地孕酮分散片
老年人肥厚型心肌病,Treatment_of_department,果糖二磷酸钠胶囊
老年人肥厚型心肌病,Treatment_of_department,地奥心血康胶囊
老年性皮肤萎缩,Treatment_of_department,排毒养颜胶囊
老年性皮肤萎缩,Treatment_of_department,益气养血口服液
老年人钙化性瓣膜病,Treatment_of_department,尼可地尔片
老年人钙化性瓣膜病,Treatment_of_department,复方卡托普利片
老年人脊髓亚急性联合变性,Treatment_of_department,注射用盐酸克林霉素
老年人脊髓亚急性联合变性,Treatment_of_department,巴氯芬片
老年人乳腺癌,Treatment_of_department,醋酸戈舍瑞林缓释植入剂
老年人乳腺癌,Treatment_of_department,注射用重组人白介素-2(125Ala)
老年人酒精性心脏病,Treatment_of_department,盐酸纳洛酮注射液
老年人高钙血症,Treatment_of_department,注射用唑来膦酸
老年人院内获得性肺炎,Treatment_of_department,氧氟沙星胶囊
老年人院内获得性肺炎,Treatment_of_department,克拉霉素片
绝经与阿尔茨海默病综合征,Treatment_of_department,重酒石酸卡巴拉汀胶囊
绝经与阿尔茨海默病综合征,Treatment_of_department,吡贝地尔缓释片
老年人急性非淋巴细胞白血病,Treatment_of_department,乌苯美司胶囊
老年人肺脓肿,Treatment_of_department,阿莫西林克拉维酸钾片(7:1)
老年人肺脓肿,Treatment_of_department,氧氟沙星胶囊
老年人原发性骨髓纤维化,Treatment_of_department,白消安片
老年人原发性骨髓纤维化,Treatment_of_department,羟基脲片
老年人病态窦房结综合征,Treatment_of_department,环磷腺苷葡胺葡萄糖注射液
老年人病态窦房结综合征,Treatment_of_department,环磷腺苷葡胺注射液
老年人先天性心血管疾病,Treatment_of_department,复方泛影葡胺注射液
老年人厌氧菌性肺炎,Treatment_of_department,复方蒲芩胶囊
老年人厌氧菌性肺炎,Treatment_of_department,克拉霉素片
老年人真性红细胞增多症,Treatment_of_department,心脑欣片
老年人真性红细胞增多症,Treatment_of_department,高三尖杉酯碱氯化钠注射液
老年人高渗性非酮症糖尿病昏迷,Treatment_of_department,盐酸二甲双胍缓释片
老年人高渗性非酮症糖尿病昏迷,Treatment_of_department,阿卡波糖片
老年人期前收缩,Treatment_of_department,补达秀氯化钾缓释片
老年人期前收缩,Treatment_of_department,苯噻啶片
血管瘤,Treatment_of_department,注射用纤溶酶
血管瘤,Treatment_of_department,五妙水仙膏
血管瘤,Treatment_of_department,碘海醇注射液
老年人环咽肌功能障碍,Treatment_of_department,左旋多巴
老年人心房扑动,Treatment_of_department,盐酸普罗帕酮胶囊
老年人心房扑动,Treatment_of_department,地高辛口服溶液
老年人代谢性酸中毒,Treatment_of_department,复方乳酸钠山梨醇注射液
老年人代谢性酸中毒,Treatment_of_department,复方乳酸钠葡萄糖注射液
老年人肝性脑病,Treatment_of_department,多烯磷脂酰胆碱胶囊
老年人肝性脑病,Treatment_of_department,门冬氨酸鸟氨酸颗粒剂
鼻咽癌,Treatment_of_department,平消胶囊
鼻咽癌,Treatment_of_department,鼻咽灵片
鼻咽癌,Treatment_of_department,转移因子口服溶液
结肠癌,Treatment_of_department,卡培他滨片
结肠癌,Treatment_of_department,复方氟尿嘧啶口服溶液
结肠癌,Treatment_of_department,去氧氟尿苷胶囊
甲状腺癌,Treatment_of_department,博尔宁胶囊
甲状腺癌,Treatment_of_department,左甲状腺素钠片
甲状腺癌,Treatment_of_department,平消片
白血病,Treatment_of_department,甲氨蝶呤片
白血病,Treatment_of_department,氨基己酸片
白血病,Treatment_of_department,维A酸胶囊
老年人酒精性肝病,Treatment_of_department,美他多辛片
老年人酒精性肝病,Treatment_of_department,美他多辛胶囊
直肠癌,Treatment_of_department,卡培他滨片
直肠癌,Treatment_of_department,复方氟尿嘧啶口服溶液
直肠癌,Treatment_of_department,去氧氟尿苷胶囊
食道癌,Treatment_of_department,食道平散
食道癌,Treatment_of_department,复方天仙胶囊
食道癌,Treatment_of_department,云芝糖肽胶囊
肺癌,Treatment_of_department,京制咳嗽痰喘丸
肺癌,Treatment_of_department,益肺清化颗粒
肺癌,Treatment_of_department,益肺清化膏
胃癌,Treatment_of_department,复方天仙胶囊
胃癌,Treatment_of_department,胃复春片
胃癌,Treatment_of_department,云芝糖肽胶囊
宫颈癌,Treatment_of_department,平消胶囊
宫颈癌,Treatment_of_department,复方红豆杉胶囊
宫颈癌,Treatment_of_department,盐酸伊立替康
乳腺癌,Treatment_of_department,阿那曲唑片
乳腺癌,Treatment_of_department,卡培他滨片
乳腺癌,Treatment_of_department,氯氧喹胶囊
前列腺癌,Treatment_of_department,氟他胺片
前列腺癌,Treatment_of_department,氟他胺胶囊
子宫肌瘤,Treatment_of_department,复方醋酸棉酚片
子宫肌瘤,Treatment_of_department,丹鳖胶囊
子宫肌瘤,Treatment_of_department,消结安胶囊
甲状腺瘤,Treatment_of_department,平消胶囊
甲状腺瘤,Treatment_of_department,硫唑嘌呤片
甲状腺瘤,Treatment_of_department,平消片
黑色素瘤,Treatment_of_department,湿毒清胶囊
黑色素瘤,Treatment_of_department,羟基脲片
黑色素瘤,Treatment_of_department,冰黄肤乐软膏
淋巴瘤,Treatment_of_department,甲氨蝶呤片
淋巴瘤,Treatment_of_department,依托泊苷软胶囊
淋巴瘤,Treatment_of_department,六甲蜜胺胶囊
膀胱癌,Treatment_of_department,生血宝颗粒
膀胱癌,Treatment_of_department,增生平片
膀胱癌,Treatment_of_department,香菇菌多糖片
口腔癌,Treatment_of_department,西黄丸
口腔癌,Treatment_of_department,鼻咽灵片
口腔癌,Treatment_of_department,西吡氯铵含漱液
脂肪瘤,Treatment_of_department,平消胶囊
脂肪瘤,Treatment_of_department,小金丸
脂肪瘤,Treatment_of_department,游离脂肪酸检测试剂盒(酶比色法)
肝癌,Treatment_of_department,注射用核糖核酸Ⅱ
肝癌,Treatment_of_department,回生口服液
肝癌,Treatment_of_department,注射用胸腺五肽
卵巢癌,Treatment_of_department,复方红豆杉胶囊
卵巢癌,Treatment_of_department,卡铂注射液
卵巢癌,Treatment_of_department,六甲蜜胺片
大肠癌,Treatment_of_department,消癌平口服液
大肠癌,Treatment_of_department,消癌平糖浆
大肠癌,Treatment_of_department,消癌平片
淋巴癌,Treatment_of_department,注射用环磷酰胺
淋巴癌,Treatment_of_department,甲氨蝶呤片
淋巴癌,Treatment_of_department,注射用盐酸吡柔比星
肠癌,Treatment_of_department,卡培他滨片
肠癌,Treatment_of_department,复方红豆杉胶囊
肠癌,Treatment_of_department,抗癌平丸
乳房纤维瘤,Treatment_of_department,氨溴特罗口服溶液
乳房纤维瘤,Treatment_of_department,散结乳癖膏
乳房纤维瘤,Treatment_of_department,乳核散结片
垂体瘤,Treatment_of_department,硫酸长春碱
垂体瘤,Treatment_of_department,注射用醋酸兰瑞肽
垂体瘤,Treatment_of_department,卡莫司汀注射液
牙龈癌,Treatment_of_department,糠甾醇片
牙龈癌,Treatment_of_department,人工牛黄甲硝唑胶囊
舌癌,Treatment_of_department,注射用盐酸平阳霉素
舌癌,Treatment_of_department,甲氨蝶呤片
胆管癌,Treatment_of_department,自膨式外周支架系统
胆管癌,Treatment_of_department,经肝胆道支架系统
贲门癌,Treatment_of_department,去甲斑蝥素片
贲门癌,Treatment_of_department,食道平散
贲门癌,Treatment_of_department,抗癌平丸
多发性骨髓瘤,Treatment_of_department,注射用重组人干扰素α2a(酵母)
多发性骨髓瘤,Treatment_of_department,乌苯美司胶囊
胰腺癌,Treatment_of_department,注射用核糖核酸Ⅱ
胰腺癌,Treatment_of_department,注射用盐酸吉西他滨
胆囊癌,Treatment_of_department,依托泊苷软胶囊
胆囊癌,Treatment_of_department,经肝胆道支架系统
胆囊癌,Treatment_of_department,替莫唑胺胶囊
皮肤癌,Treatment_of_department,注射用胸腺肽
皮肤癌,Treatment_of_department,转移因子口服溶液
皮肤癌,Treatment_of_department,注射用氟尿嘧啶
脑瘤,Treatment_of_department,注射用盐酸尼莫司汀
脑瘤,Treatment_of_department,盐酸格拉司琼口腔崩解片
脑瘤,Treatment_of_department,平消片
胃肠神经官能症,Treatment_of_department,奥替溴铵片
胃肠神经官能症,Treatment_of_department,谷维素片
胃肠神经官能症,Treatment_of_department,双金胃肠胶囊
肾癌,Treatment_of_department,重组人白介素-2注射液
肾癌,Treatment_of_department,复方红豆杉胶囊
老年人原发性高血压引起的良性小动脉肾硬化,Treatment_of_department,复方三嗪芦丁片
老年人原发性高血压引起的良性小动脉肾硬化,Treatment_of_department,芦丁片
老年人原发性恶性高血压引起的恶性小动脉肾硬化,Treatment_of_department,复方三嗪芦丁片
老年人原发性恶性高血压引起的恶性小动脉肾硬化,Treatment_of_department,芦丁片
老年人终末期肺炎,Treatment_of_department,头孢氨苄甲氧苄啶胶囊
老年人终末期肺炎,Treatment_of_department,克拉霉素片
咽部乳头状瘤,Treatment_of_department,黄氏响声含片
咽部乳头状瘤,Treatment_of_department,重组人干扰素α2b注射液
咽部乳头状瘤,Treatment_of_department,利咽灵片
老年人稳定型心绞痛,Treatment_of_department,麝香保心丸
老年人稳定型心绞痛,Treatment_of_department,速效救心丸
老年人神经梅毒,Treatment_of_department,琥乙红霉素分散片
老年人神经梅毒,Treatment_of_department,大败毒胶囊
老年人风湿性心脏病,Treatment_of_department,依托红霉素颗粒
老年人风湿性心脏病,Treatment_of_department,注射用环磷腺苷
老年人脑血栓形成,Treatment_of_department,血栓心脉宁胶囊
老年人脑血栓形成,Treatment_of_department,注射用盐酸川芎嗪
老年人脑血栓形成,Treatment_of_department,脑血康口服液
老年人败血症,Treatment_of_department,替硝唑胶囊
老年人败血症,Treatment_of_department,氟氯西林钠胶囊
痴呆综合征,Treatment_of_department,尼麦角林片
痴呆综合征,Treatment_of_department,脑蛋白水解物注射液
痴呆综合征,Treatment_of_department,盐酸赖氨酸葡萄糖注射液
老年人泌尿系结石,Treatment_of_department,尿石通丸
老年人泌尿系结石,Treatment_of_department,复方金钱草颗粒
老年人脑出血,Treatment_of_department,果糖二磷酸钠口服溶液
老年人脑出血,Treatment_of_department,脑血康片
老年人肥胖症,Treatment_of_department,轻身消胖丸
老年人肥胖症,Treatment_of_department,奥利司他片
老年人短暂性大脑缺血性发作,Treatment_of_department,刺五加注射液
老年人低血压,Treatment_of_department,左卡尼汀口服溶液
老年人低血压,Treatment_of_department,重酒石酸去甲肾上腺素注射液
糖尿病乳酸性酸中毒,Treatment_of_department,碳酸氢钠注射液
糖尿病乳酸性酸中毒,Treatment_of_department,肠内营养混悬液(SP)
糖尿病乳酸性酸中毒,Treatment_of_department,碳酸氢钠片
老年人食管裂孔疝,Treatment_of_department,多潘立酮片
老年眩晕,Treatment_of_department,六味地黄丸
老年眩晕,Treatment_of_department,参鹿补虚胶囊
老年眩晕,Treatment_of_department,盐酸地芬尼多片
老年人糖尿病,Treatment_of_department,格列美脲胶囊
老年人糖尿病,Treatment_of_department,甘精胰岛素注射液
老年人糖尿病,Treatment_of_department,肠内营养乳剂(TPF-T)
老年人慢性支气管炎,Treatment_of_department,止嗽化痰丸
老年人慢性支气管炎,Treatment_of_department,金贝痰咳清颗粒
老年人慢性支气管炎,Treatment_of_department,支气管炎片
老年人急性淋巴细胞白血病,Treatment_of_department,乌苯美司胶囊
老年人肺炎,Treatment_of_department,头孢氨苄甲氧苄啶胶囊
老年人肺炎,Treatment_of_department,了哥王片
老年人高血压,Treatment_of_department,长春宝丸
老年人高血压,Treatment_of_department,马来酸依那普利片
老年人高血压,Treatment_of_department,牛黄降压丸
老年人骨质疏松,Treatment_of_department,碳酸钙D3片
老年人骨质疏松,Treatment_of_department,骨疏康颗粒
老年人骨质疏松,Treatment_of_department,碳酸钙D3咀嚼片(II)
